No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
352,2013,1,15,15,4,NA,NA,163,-2,33.05,1020,14,SE,2,0,0
353,2013,1,15,16,4,NA,NA,133,-1,37.96,1020,13,NE,2,0,0
354,2013,1,15,17,4,146,91,99,-3,32.75,1020,13,SE,3,0,0
355,2013,1,15,18,4,106,91,103,-2,37.66,1021,12,SE,5,0,0
356,2013,1,15,19,4,118,105,124,-1,49.51,1022,9,cv,1,0,0
357,2013,1,15,20,4,NA,NA,143,-1,52.98,1022,8,cv,2,0,0
358,2013,1,15,21,4,143,146,175,0,56.99,1023,8,SE,2,0,0
359,2013,1,15,22,4,155,165,185,1,61.26,1023,8,cv,1,0,0
360,2013,1,15,23,4,171,175,173,2,65.82,1023,8,SE,2,0,0
361,2013,1,16,0,4,158,166,161,2,65.82,1023,8,SE,4,0,0
362,2013,1,16,1,4,138,164,145,2,65.82,1023,8,cv,1,0,0
363,2013,1,16,2,4,131,164,154,2,70.47,1023,7,NE,2,0,0
364,2013,1,16,3,4,136,163,171,2,70.47,1023,7,NW,1,0,0
365,2013,1,16,4,4,136,161,192,3,75.67,1023,7,NW,2,0,0
366,2013,1,16,5,4,153,181,205,4,86.99,1023,6,NW,3,0,0
367,2013,1,16,6,4,186,185,194,3,75.67,1023,7,NW,4,0,0
368,2013,1,16,7,4,198,204,232,4,86.99,1024,6,NW,5,0,0
369,2013,1,16,8,4,208,216,242,4,86.99,1025,6,NW,6,0,0
370,2013,1,16,9,4,208,234,248,4,86.99,1026,6,NW,7,0,0
371,2013,1,16,10,4,217,257,257,4,81.2,1026,7,NW,9,0,0
372,2013,1,16,11,4,241,252,262,5,87.09,1027,7,NW,11,0,0
373,2013,1,16,12,4,244,238,263,5,81.34,1026,8,cv,1,0,0
374,2013,1,16,13,4,226,214,246,3,61.76,1025,10,cv,2,0,0
375,2013,1,16,14,4,195,201,230,3,57.77,1024,11,cv,3,0,0
376,2013,1,16,15,4,186,198,180,3,54.08,1023,12,cv,4,0,0
377,2013,1,16,16,4,163,165,150,2,50.36,1023,12,cv,5,0,0
378,2013,1,16,17,4,134,156,140,2,50.36,1024,12,cv,6,0,0
379,2013,1,16,18,4,136,162,158,3,61.76,1026,10,cv,7,0,0
380,2013,1,16,19,4,168,167,230,3,66.05,1027,9,SW,2,0,0
381,2013,1,16,20,4,229,199,257,3,70.67,1028,8,SW,4,0,0
382,2013,1,16,21,4,248,207,265,4,93.24,1029,5,cv,0,0,0
383,2013,1,16,22,4,262,227,289,3,86.89,1029,5,cv,1,0,0
384,2013,1,16,23,4,281,273,299,3,86.89,1030,5,cv,1,0,0
385,2013,1,17,0,4,282,255,316,3,93.19,1030,4,cv,1,0,0
386,2013,1,17,1,4,269,240,318,3,100,1030,3,cv,1,0,0
387,2013,1,17,2,4,267,221,316,3,93.19,1030,4,cv,1,0,0
388,2013,1,17,3,4,257,205,316,3,100,1030,3,cv,1,0,0
389,2013,1,17,4,4,250,198,301,2,100,1030,2,cv,1,0,0
390,2013,1,17,5,4,249,199,290,1,100,1029,1,NW,1,0,0
391,2013,1,17,6,4,277,204,292,2,100,1029,2,cv,0,0,0
392,2013,1,17,7,4,284,232,312,0,93.02,1030,1,SW,1,0,0
393,2013,1,17,8,4,239,272,349,0,100,1030,0,cv,1,0,0
394,2013,1,17,9,4,266,288,352,1,100,1032,1,cv,2,0,0
395,2013,1,17,10,4,314,303,378,2,93.13,1032,3,cv,3,0,0
396,2013,1,17,11,4,356,368,375,5,93.29,1033,6,cv,4,0,0
397,2013,1,17,12,4,380,419,345,6,81.48,1031,9,cv,5,0,0
398,2013,1,17,13,4,339,401,278,4,62,1030,11,cv,6,0,0
399,2013,1,17,14,4,259,312,227,4,54.35,1028,13,NE,2,0,0
400,2013,1,17,15,4,184,243,224,2,47.17,1027,13,cv,2,0,0
401,2013,1,17,16,4,155,213,213,1,43.9,1027,13,SE,2,0,0
402,2013,1,17,17,4,178,201,219,3,50.65,1027,13,SE,5,0,0
403,2013,1,17,18,4,206,232,258,3,57.77,1028,11,SE,8,0,0
404,2013,1,17,19,4,235,265,271,3,61.76,1029,10,SE,10,0,0
405,2013,1,17,20,4,235,270,281,4,66.27,1029,10,SE,12,0,0
406,2013,1,17,21,4,226,269,282,4,66.27,1030,10,cv,1,0,0
407,2013,1,17,22,4,234,263,269,4,70.88,1030,9,SE,2,0,0
408,2013,1,17,23,4,227,243,249,4,70.88,1030,9,SE,4,0,0
409,2013,1,18,0,4,203,240,243,6,81.48,1030,9,cv,0,0,0
410,2013,1,18,1,4,204,235,241,6,87.19,1030,8,cv,0,0,0
411,2013,1,18,2,4,216,234,243,6,87.19,1029,8,cv,0,0,0
412,2013,1,18,3,4,210,245,243,7,93.4,1029,8,cv,1,0,0
413,2013,1,18,4,4,218,236,249,6,87.19,1029,8,SE,2,0,0
414,2013,1,18,5,4,207,229,237,6,87.19,1028,8,SE,4,0,0
415,2013,1,18,6,4,206,214,226,6,93.35,1027,7,cv,1,0,0
416,2013,1,18,7,4,203,224,218,6,87.19,1028,8,SE,2,0,0
417,2013,1,18,8,4,188,239,218,6,87.19,1028,8,cv,1,0,0
418,2013,1,18,9,4,195,230,217,6,87.19,1028,8,cv,2,0,0
419,2013,1,18,10,4,110,225,229,6,87.19,1028,8,cv,3,0,0
420,2013,1,18,11,4,28,219,227,7,87.28,1028,9,cv,4,0,0
421,2013,1,18,12,4,178,229,225,7,87.28,1027,9,cv,5,0,0
422,2013,1,18,13,4,215,229,229,6,76.18,1025,10,cv,6,0,0
423,2013,1,18,14,4,258,230,260,6,76.18,1023,10,NW,2,0,0
424,2013,1,18,15,4,261,252,244,7,81.61,1022,10,cv,1,0,0
425,2013,1,18,16,4,258,271,276,7,81.61,1021,10,cv,2,0,0
426,2013,1,18,17,4,258,324,313,7,87.28,1021,9,NW,2,0,0
427,2013,1,18,18,4,243,343,306,7,87.28,1022,9,NW,4,0,0
428,2013,1,18,19,4,219,295,268,7,87.28,1023,9,cv,1,0,0
429,2013,1,18,20,4,176,228,217,7,93.4,1023,8,cv,2,0,0
430,2013,1,18,21,4,171,210,212,7,93.4,1023,8,cv,3,0,0
431,2013,1,18,22,4,178,224,220,6,87.19,1023,8,cv,4,0,0
432,2013,1,18,23,4,193,226,228,6,87.19,1022,8,cv,5,0,0
433,2013,1,19,0,4,191,216,218,6,87.19,1022,8,cv,6,0,0
434,2013,1,19,1,4,197,219,223,6,87.19,1021,8,NW,1,0,0
435,2013,1,19,2,4,176,218,228,6,93.35,1020,7,cv,1,0,0
436,2013,1,19,3,4,173,218,254,6,93.35,1019,7,NW,1,0,0
437,2013,1,19,4,4,176,216,228,6,93.35,1018,7,cv,1,0,0
438,2013,1,19,5,4,193,210,220,6,93.35,1017,7,cv,1,0,0
439,2013,1,19,6,4,187,211,212,6,93.35,1017,7,NW,1,0,0
440,2013,1,19,7,4,191,210,216,6,93.35,1017,7,cv,1,0,0
441,2013,1,19,8,4,183,205,216,6,93.35,1016,7,cv,2,0,0
442,2013,1,19,9,4,205,220,220,6,93.35,1016,7,NW,1,0,0
443,2013,1,19,10,4,224,226,236,6,93.35,1016,7,cv,1,0,0
444,2013,1,19,11,4,254,244,245,6,87.19,1016,8,cv,2,0,0
445,2013,1,19,12,4,257,269,246,7,93.4,1014,8,cv,3,0,0
446,2013,1,19,13,4,261,286,270,6,87.19,1012,8,NW,1,0,0
447,2013,1,19,14,4,253,273,291,7,93.4,1010,8,NW,3,0,0
448,2013,1,19,15,4,256,235,250,6,87.19,1009,8,NW,4,0,0
449,2013,1,19,16,4,231,229,218,6,87.19,1009,8,NW,5,0,0
450,2013,1,19,17,4,265,232,206,7,93.4,1009,8,NW,7,0,0
451,2013,1,19,18,4,233,238,250,7,93.4,1010,8,NW,9,0,0
452,2013,1,19,19,4,191,249,224,7,93.4,1011,8,NW,11,0,0
453,2013,1,19,20,4,160,224,194,7,93.4,1013,8,NW,13,0,0
454,2013,1,19,21,4,145,206,188,7,93.4,1013,8,NW,15,0,0
455,2013,1,19,22,4,140,205,188,7,100,1014,7,NW,18,0.2,0.2
456,2013,1,19,23,4,141,207,176,7,93.4,1015,8,NW,20,0.1,0.3
457,2013,1,20,0,4,139,183,161,6,87.19,1015,8,NE,3,0,0
458,2013,1,20,1,4,138,171,157,5,87.09,1015,7,NW,2,0,0
459,2013,1,20,2,4,146,167,158,5,81.34,1016,8,NW,4,0,0
460,2013,1,20,3,4,141,165,155,5,87.09,1016,7,cv,1,0,0
461,2013,1,20,4,4,136,160,161,5,87.09,1016,7,cv,2,0,0
462,2013,1,20,5,4,140,162,151,5,87.09,1015,7,cv,2,0,0
463,2013,1,20,6,4,135,157,150,6,93.35,1015,7,cv,3,0,0
464,2013,1,20,7,4,131,163,147,5,87.09,1016,7,cv,4,0,0
465,2013,1,20,8,4,135,170,148,6,93.35,1017,7,SW,2,0,0
466,2013,1,20,9,4,152,183,162,6,93.35,1017,7,SW,3,0,0
467,2013,1,20,10,4,165,189,175,6,93.35,1018,7,SW,4,0,0
468,2013,1,20,11,4,169,202,173,6,87.19,1018,8,cv,0,0,0
469,2013,1,20,12,4,152,143,111,6,81.48,1018,9,NW,1,0,0
470,2013,1,20,13,4,87,119,77,6,81.48,1017,9,NW,3,0,0
471,2013,1,20,14,4,68,85,48,3,61.76,1016,10,NE,6,0,0
472,2013,1,20,15,4,43,56,36,2,57.51,1016,10,NE,12,0,0
473,2013,1,20,16,4,40,46,35,1,57.25,1016,9,NE,20,0,0
474,2013,1,20,17,4,31,47,35,2,61.51,1017,9,NE,26,0,0
475,2013,1,20,18,4,40,54,47,1,61.26,1019,8,NE,34,0,0
476,2013,1,20,19,4,55,56,53,0,56.99,1020,8,NE,40,0,0
477,2013,1,20,20,4,77,70,81,0,56.99,1022,8,NE,44,0,0
478,2013,1,20,21,4,74,101,78,-1,52.98,1023,8,NW,1,0,0
479,2013,1,20,22,4,80,94,79,0,61.01,1023,7,NW,2,0,0
480,2013,1,20,23,4,87,84,87,3,75.67,1024,7,NW,4,0,0
481,2013,1,21,0,4,75,87,84,3,75.67,1024,7,cv,0,0,0
482,2013,1,21,1,4,82,97,88,4,81.2,1024,7,SW,2,0,0
483,2013,1,21,2,4,90,98,103,4,93.24,1024,5,SW,3,0,0
484,2013,1,21,3,4,86,104,107,4,86.99,1024,6,SW,5,0,0
485,2013,1,21,4,4,88,110,115,4,86.99,1024,6,SW,7,0,0
486,2013,1,21,5,4,111,105,104,4,93.24,1024,5,SW,9,0,0
487,2013,1,21,6,4,97,101,79,2,93.13,1024,3,cv,1,0,0
488,2013,1,21,7,4,86,92,112,3,93.19,1025,4,SE,2,0,0
489,2013,1,21,8,4,83,93,100,3,86.89,1025,5,SE,5,0,0
490,2013,1,21,9,4,96,107,105,4,100,1026,4,cv,1,0,0
491,2013,1,21,10,4,102,111,114,5,87.09,1027,7,cv,1,0,0
492,2013,1,21,11,4,103,102,116,2,65.82,1027,8,cv,2,0,0
493,2013,1,21,12,4,116,98,104,1,57.25,1026,9,NW,2,0,0
494,2013,1,21,13,4,122,103,127,-1,43.31,1024,11,cv,1,0,0
495,2013,1,21,14,4,116,113,111,-4,34.66,1023,11,SW,2,0,0
496,2013,1,21,15,4,96,11,112,-5,30.09,1021,12,cv,1,0,0
497,2013,1,21,16,4,91,34,97,-4,32.45,1021,12,cv,2,0,0
498,2013,1,21,17,4,77,116,96,-4,34.66,1021,11,NW,2,0,0
499,2013,1,21,18,4,76,127,84,-5,32.14,1021,11,cv,1,0,0
500,2013,1,21,19,4,81,117,93,-4,37.05,1022,10,NW,1,0,0
501,2013,1,21,20,4,86,123,104,-3,42.71,1023,9,NW,2,0,0
502,2013,1,21,21,4,110,118,106,-3,42.71,1024,9,NW,3,0,0
503,2013,1,21,22,4,128,121,98,-1,52.98,1025,8,NW,4,0,0
504,2013,1,21,23,4,115,122,105,-2,49.22,1025,8,NW,5,0,0
505,2013,1,22,0,4,104,142,103,-1,52.98,1025,8,NW,6,0,0
506,2013,1,22,1,4,110,156,107,0,61.01,1025,7,cv,0,0,0
507,2013,1,22,2,4,131,148,97,0,61.01,1025,7,cv,0,0,0
508,2013,1,22,3,4,137,140,107,1,70.27,1025,6,SW,1,0,0
509,2013,1,22,4,4,155,138,139,1,70.27,1025,6,cv,0,0,0
510,2013,1,22,5,4,182,152,185,3,86.89,1025,5,SW,1,0,0
511,2013,1,22,6,4,175,167,188,3,86.89,1025,5,SW,2,0,0
512,2013,1,22,7,4,174,164,196,2,86.79,1026,4,SW,3,0,0
513,2013,1,22,8,4,182,165,188,2,86.79,1026,4,SW,4,0,0
514,2013,1,22,9,4,171,175,158,3,93.19,1027,4,cv,0,0,0
515,2013,1,22,10,4,138,187,147,3,70.67,1027,8,cv,0,0,0
516,2013,1,22,11,4,134,183,150,0,49.8,1027,10,cv,1,0,0
517,2013,1,22,12,4,136,152,120,-1,40.54,1026,12,SW,2,0,0
518,2013,1,22,13,4,121,122,NA,-3,32.75,1024,13,SW,5,0,0
519,2013,1,22,14,4,104,118,NA,-3,30.68,1022,14,SE,3,0,0
520,2013,1,22,15,4,91,130,86,-3,28.77,1020,15,SE,6,0,0
521,2013,1,22,16,4,86,127,96,-3,28.77,1020,15,SE,9,0,0
522,2013,1,22,17,4,78,124,86,-3,28.77,1020,15,SW,3,0,0
523,2013,1,22,18,4,80,124,85,-3,32.75,1020,13,SW,5,0,0
524,2013,1,22,19,4,94,125,97,-2,43.01,1022,10,cv,1,0,0
525,2013,1,22,20,4,100,154,123,0,61.01,1023,7,cv,1,0,0
526,2013,1,22,21,4,108,144,122,0,61.01,1024,7,NE,2,0,0
527,2013,1,22,22,4,131,155,133,1,70.27,1024,6,cv,1,0,0
528,2013,1,22,23,4,153,169,129,1,61.26,1025,8,NW,1,0,0
529,2013,1,23,0,4,156,171,124,2,65.82,1025,8,cv,1,0,0
530,2013,1,23,1,4,179,170,126,2,65.82,1024,8,cv,1,0,0
531,2013,1,23,2,4,185,159,139,1,61.26,1024,8,cv,1,0,0
532,2013,1,23,3,4,180,159,164,3,75.67,1023,7,SW,2,0,0
533,2013,1,23,4,4,199,167,160,2,70.47,1023,7,cv,0,0,0
534,2013,1,23,5,4,209,188,179,1,65.59,1022,7,NW,1,0,0
535,2013,1,23,6,4,209,200,184,2,75.49,1022,6,cv,0,0,0
536,2013,1,23,7,4,188,210,197,3,86.89,1021,5,cv,0,0,0
537,2013,1,23,8,4,170,213,212,2,93.13,1022,3,cv,0,0,0
538,2013,1,23,9,4,179,224,195,4,86.99,1022,6,cv,0,0,0
539,2013,1,23,10,4,250,225,175,2,61.51,1022,9,cv,0,0,0
540,2013,1,23,11,4,230,203,140,1,50.08,1022,11,cv,1,0,0
541,2013,1,23,12,4,149,144,126,1,46.88,1021,12,cv,2,0,0
542,2013,1,23,13,4,137,137,107,1,43.9,1019,13,SW,2,0,0
543,2013,1,23,14,4,113,133,108,0,35.87,1017,15,SE,3,0,0
544,2013,1,23,15,4,99,142,96,-1,33.35,1016,15,SE,6,0,0
545,2013,1,23,16,4,90,139,104,-1,33.35,1015,15,SE,8,0,0
546,2013,1,23,17,4,91,136,100,-1,33.35,1015,15,SW,2,0,0
547,2013,1,23,18,4,93,141,107,0,38.26,1015,14,SE,3,0,0
548,2013,1,23,19,4,102,153,133,0,40.84,1016,13,SE,5,0,0
549,2013,1,23,20,4,108,159,130,1,46.88,1017,12,NE,2,0,0
550,2013,1,23,21,4,103,148,112,1,46.88,1018,12,NE,4,0,0
551,2013,1,23,22,4,101,136,116,2,50.36,1020,12,NE,7,0,0
552,2013,1,23,23,4,107,143,122,2,50.36,1021,12,NE,10,0,0
553,2013,1,24,0,4,112,142,122,1,53.53,1022,10,cv,1,0,0
554,2013,1,24,1,4,130,146,136,2,65.82,1023,8,cv,2,0,0
555,2013,1,24,2,4,151,158,163,2,70.47,1023,7,cv,2,0,0
556,2013,1,24,3,4,166,159,180,4,86.99,1024,6,SW,1,0,0
557,2013,1,24,4,4,168,147,189,4,86.99,1025,6,SW,2,0,0
558,2013,1,24,5,4,173,150,203,4,86.99,1025,6,cv,1,0,0
559,2013,1,24,6,4,185,144,231,3,86.89,1025,5,cv,2,0,0
560,2013,1,24,7,4,196,144,237,3,93.19,1025,4,cv,2,0,0
561,2013,1,24,8,4,218,146,230,3,93.19,1027,4,cv,2,0,0
562,2013,1,24,9,4,228,178,238,4,93.24,1027,5,SW,1,0,0
563,2013,1,24,10,4,232,218,238,5,81.34,1028,8,SW,2,0,0
564,2013,1,24,11,4,223,240,238,4,62,1028,11,cv,1,0,0
565,2013,1,24,12,4,198,218,141,3,47.46,1027,14,SE,2,0,0
566,2013,1,24,13,4,126,148,101,-7,19.92,1025,16,NE,3,0,0
567,2013,1,24,14,4,97,136,90,-5,23.22,1023,16,SE,2,0,0
568,2013,1,24,15,4,88,139,80,-4,23.5,1022,17,NE,2,0,0
569,2013,1,24,16,4,72,130,80,-4,23.5,1021,17,SE,1,0,0
570,2013,1,24,17,4,70,129,82,-6,20.19,1021,17,NE,3,0,0
571,2013,1,24,18,4,78,115,63,-5,23.22,1021,16,NE,5,0,0
572,2013,1,24,19,4,87,97,83,-6,26.11,1022,13,SE,2,0,0
573,2013,1,24,20,4,94,NA,102,-4,32.45,1022,12,NE,2,0,0
574,2013,1,24,21,4,95,NA,138,-1,56.72,1022,7,cv,0,0,0
575,2013,1,24,22,4,124,NA,121,0,65.36,1023,6,cv,0,0,0
576,2013,1,24,23,4,149,NA,125,0,65.36,1023,6,NW,1,0,0
577,2013,1,25,0,4,149,NA,111,0,65.36,1023,6,NW,2,0,0
578,2013,1,25,1,4,168,NA,116,1,70.27,1023,6,cv,1,0,0
579,2013,1,25,2,4,221,NA,130,1,61.26,1022,8,cv,1,0,0
580,2013,1,25,3,4,248,NA,134,0,56.99,1022,8,NW,1,0,0
581,2013,1,25,4,4,247,NA,151,1,65.59,1022,7,NW,2,0,0
582,2013,1,25,5,4,244,NA,168,0,65.36,1021,6,NW,3,0,0
583,2013,1,25,6,4,229,NA,184,1,75.32,1021,5,cv,0,0,0
584,2013,1,25,7,4,216,NA,195,0,65.36,1021,6,NW,1,0,0
585,2013,1,25,8,4,194,NA,195,0,61.01,1021,7,NW,2,0,0
586,2013,1,25,9,4,185,NA,190,1,61.26,1022,8,NW,3,0,0
587,2013,1,25,10,4,157,NA,180,1,57.25,1022,9,NW,4,0,0
588,2013,1,25,11,4,162,236,202,0,49.8,1023,10,NW,5,0,0
589,2013,1,25,12,4,153,218,183,0,43.6,1022,12,cv,1,0,0
590,2013,1,25,13,4,150,182,161,-1,35.57,1021,14,NE,2,0,0
591,2013,1,25,14,4,145,133,107,-1,33.35,1019,15,NE,4,0,0
592,2013,1,25,15,4,117,126,112,-2,30.98,1018,15,SE,2,0,0
593,2013,1,25,16,4,118,118,102,-2,30.98,1018,15,NE,2,0,0
594,2013,1,25,17,4,127,122,110,-3,28.77,1018,15,NW,2,0,0
595,2013,1,25,18,4,130,141,160,-1,37.96,1018,13,NW,4,0,0
596,2013,1,25,19,4,153,175,161,1,50.08,1020,11,NW,6,0,0
597,2013,1,25,20,4,158,NA,171,2,57.51,1021,10,NW,8,0,0
598,2013,1,25,21,4,179,NA,190,3,66.05,1022,9,NW,9,0,0
599,2013,1,25,22,4,200,NA,204,3,61.76,1022,10,NW,10,0,0
600,2013,1,25,23,4,220,NA,213,3,66.05,1022,9,cv,1,0,0
601,2013,1,26,0,4,214,209,237,3,70.67,1023,8,SW,1,0,0
602,2013,1,26,1,4,195,218,231,3,70.67,1022,8,cv,1,0,0
603,2013,1,26,2,4,171,222,199,2,65.82,1022,8,SW,3,0,0
604,2013,1,26,3,4,173,240,224,2,65.82,1022,8,SW,4,0,0
605,2013,1,26,4,4,187,231,219,2,75.49,1022,6,cv,0,0,0
606,2013,1,26,5,4,193,221,221,2,93.13,1022,3,SW,1,0,0
607,2013,1,26,6,4,197,204,229,2,86.79,1021,4,cv,0,0,0
608,2013,1,26,7,4,195,200,231,2,93.13,1022,3,cv,0,0,0
609,2013,1,26,8,4,174,198,217,2,93.13,1023,3,cv,0,0,0
610,2013,1,26,9,4,168,202,210,3,93.19,1023,4,cv,1,0,0
611,2013,1,26,10,4,192,218,207,3,70.67,1023,8,cv,2,0,0
612,2013,1,26,11,4,222,222,245,3,57.77,1024,11,cv,3,0,0
613,2013,1,26,12,4,202,226,178,3,47.46,1023,14,cv,4,0,0
614,2013,1,26,13,4,168,221,142,1,36.17,1022,16,SE,2,0,0
615,2013,1,26,14,4,134,173,104,0,29.65,1020,18,NE,3,0,0
616,2013,1,26,15,4,84,157,84,-1,27.56,1019,18,SE,2,0,0
617,2013,1,26,16,4,72,158,95,-4,22.06,1019,18,NE,2,0,0
618,2013,1,26,17,4,84,167,100,-3,23.77,1019,18,SE,2,0,0
619,2013,1,26,18,4,99,160,118,-1,29.35,1020,17,NE,2,0,0
620,2013,1,26,19,4,113,169,140,-1,33.35,1021,15,SE,2,0,0
621,2013,1,26,20,4,132,202,155,0,40.84,1022,13,cv,1,0,0
622,2013,1,26,21,4,141,203,174,0,43.6,1023,12,cv,2,0,0
623,2013,1,26,22,4,131,211,179,3,70.67,1024,8,cv,2,0,0
624,2013,1,26,23,4,160,247,160,3,70.67,1025,8,NW,1,0,0
625,2013,1,27,0,4,190,235,169,3,70.67,1026,8,cv,0,0,0
626,2013,1,27,1,4,222,240,194,3,66.05,1026,9,cv,0,0,0
627,2013,1,27,2,4,250,238,187,3,66.05,1026,9,cv,1,0,0
628,2013,1,27,3,4,249,242,210,3,66.05,1025,9,cv,1,0,0
629,2013,1,27,4,4,245,208,209,3,66.05,1025,9,SW,1,0,0
630,2013,1,27,5,4,253,157,217,3,70.67,1025,8,SW,2,0,0
631,2013,1,27,6,4,274,153,228,4,81.2,1025,7,SW,3,0,0
632,2013,1,27,7,4,265,152,218,4,86.99,1025,6,cv,0,0,0
633,2013,1,27,8,4,258,170,210,4,86.99,1025,6,cv,0,0,0
634,2013,1,27,9,4,249,185,228,5,81.34,1026,8,cv,0,0,0
635,2013,1,27,10,4,227,209,226,4,62,1026,11,cv,0,0,0
636,2013,1,27,11,4,205,230,225,3,47.46,1026,14,cv,1,0,0
637,2013,1,27,12,4,199,234,188,3,44.49,1025,15,cv,2,0,0
638,2013,1,27,13,4,180,218,157,2,36.47,1024,17,cv,4,0,0
639,2013,1,27,14,4,147,216,150,2,36.47,1022,17,cv,5,0,0
640,2013,1,27,15,4,123,210,156,0,31.58,1021,17,NE,2,0,0
641,2013,1,27,16,4,141,183,131,0,31.58,1020,17,cv,1,0,0
642,2013,1,27,17,4,134,158,107,1,33.95,1019,17,NE,3,0,0
643,2013,1,27,18,4,108,143,120,0,33.65,1019,16,SE,3,0,0
644,2013,1,27,19,4,124,147,126,0,35.87,1020,15,SE,5,0,0
645,2013,1,27,20,4,129,154,143,3,61.76,1021,10,cv,0,0,0
646,2013,1,27,21,4,133,163,139,3,57.77,1021,11,cv,0,0,0
647,2013,1,27,22,4,142,189,147,4,62,1021,11,cv,0,0,0
648,2013,1,27,23,4,143,182,145,5,66.49,1021,11,cv,0,0,0
649,2013,1,28,0,4,139,177,135,5,71.07,1020,10,cv,0,0,0
650,2013,1,28,1,4,131,169,143,5,71.07,1020,10,cv,0,0,0
651,2013,1,28,2,4,143,167,134,5,71.07,1020,10,cv,1,0,0
652,2013,1,28,3,4,181,167,147,4,62,1019,11,NW,1,0,0
653,2013,1,28,4,4,183,180,175,4,66.27,1019,10,NW,2,0,0
654,2013,1,28,5,4,189,197,178,4,66.27,1019,10,cv,1,0,0
655,2013,1,28,6,4,176,203,190,5,81.34,1018,8,NW,1,0,0
656,2013,1,28,7,4,185,221,194,4,81.2,1019,7,NW,2,0,0
657,2013,1,28,8,4,210,225,220,4,86.99,1019,6,SW,1,0,0
658,2013,1,28,9,4,237,243,224,5,87.09,1020,7,SW,2,0,0
659,2013,1,28,10,4,246,278,248,5,71.07,1020,10,cv,1,0,0
660,2013,1,28,11,4,263,284,275,5,62.24,1021,12,cv,2,0,0
661,2013,1,28,12,4,236,279,230,3,47.46,1020,14,cv,3,0,0
662,2013,1,28,13,4,203,218,177,3,41.73,1018,16,cv,4,0,0
663,2013,1,28,14,4,188,184,157,2,38.86,1017,16,cv,5,0,0
664,2013,1,28,15,4,154,170,155,1,33.95,1016,17,cv,7,0,0
665,2013,1,28,16,4,NA,169,163,2,36.47,1016,17,NE,2,0,0
666,2013,1,28,17,4,NA,175,157,2,36.47,1016,17,cv,1,0,0
667,2013,1,28,18,4,NA,193,172,3,41.73,1017,16,NW,1,0,0
668,2013,1,28,19,4,NA,190,156,3,50.65,1017,13,NW,3,0,0
669,2013,1,28,20,4,NA,188,161,4,54.35,1018,13,cv,1,0,0
670,2013,1,28,21,4,NA,179,171,4,54.35,1019,13,NW,2,0,0
671,2013,1,28,22,4,NA,198,182,4,62,1020,11,NW,4,0,0
672,2013,1,28,23,4,NA,201,196,3,70.67,1020,8,cv,1,0,0
673,2013,1,29,0,4,NA,211,206,4,66.27,1020,10,cv,1,0,0
674,2013,1,29,1,4,NA,216,193,5,71.07,1021,10,cv,1,0,0
675,2013,1,29,2,4,NA,216,207,5,71.07,1020,10,cv,2,0,0
676,2013,1,29,3,4,NA,240,221,5,71.07,1020,10,cv,3,0,0
677,2013,1,29,4,4,NA,249,225,5,71.07,1020,10,cv,3,0,0
678,2013,1,29,5,4,NA,252,237,5,71.07,1020,10,NW,1,0,0
679,2013,1,29,6,4,NA,260,237,7,87.28,1019,9,cv,0,0,0
680,2013,1,29,7,4,NA,280,229,7,81.61,1019,10,cv,0,0,0
681,2013,1,29,8,4,NA,309,215,5,66.49,1020,11,cv,1,0,0
682,2013,1,29,9,4,NA,321,290,6,76.18,1020,10,NW,1,0,0
683,2013,1,29,10,4,NA,310,260,5,71.07,1020,10,cv,1,0,0
684,2013,1,29,11,4,NA,NA,227,5,66.49,1020,11,cv,2,0,0
685,2013,1,29,12,4,211,NA,249,5,62.24,1020,12,NW,2,0,0
686,2013,1,29,13,4,212,279,232,5,62.24,1019,12,NW,4,0,0
687,2013,1,29,14,4,176,290,220,4,58.03,1017,12,NW,7,0,0
688,2013,1,29,15,4,161,253,163,4,54.35,1016,13,NW,10,0,0
689,2013,1,29,16,4,141,202,165,4,54.35,1016,13,NW,15,0,0
690,2013,1,29,17,4,134,181,156,4,58.03,1016,12,NW,20,0,0
691,2013,1,29,18,4,120,162,148,5,66.49,1016,11,NW,23,0,0
692,2013,1,29,19,4,117,172,149,4,62,1016,11,NW,26,0,0
693,2013,1,29,20,4,119,163,127,5,71.07,1017,10,NW,28,0,0
694,2013,1,29,21,4,120,141,131,5,71.07,1018,10,NW,30,0,0
695,2013,1,29,22,4,118,140,133,5,71.07,1018,10,NW,32,0,0
696,2013,1,29,23,4,114,148,139,5,76.01,1018,9,NW,33,0,0
697,2013,1,30,0,4,125,151,142,5,76.01,1019,9,NW,34,0,0
698,2013,1,30,1,4,133,152,150,5,76.01,1019,9,NW,35,0,0
699,2013,1,30,2,4,138,164,153,5,76.01,1019,9,NW,36,0,0
700,2013,1,30,3,4,142,173,150,5,71.07,1019,10,SW,1,0,0
701,2013,1,30,4,4,153,179,164,6,87.19,1019,8,SW,2,0,0
702,2013,1,30,5,4,159,170,180,6,81.48,1019,9,SW,5,0,0
703,2013,1,30,6,4,182,176,190,6,87.19,1019,8,SW,8,0,0
704,2013,1,30,7,4,184,171,181,6,93.35,1019,7,SW,9,0,0
705,2013,1,30,8,4,179,163,198,5,93.29,1020,6,cv,1,0,0
706,2013,1,30,9,4,176,176,191,6,87.19,1020,8,cv,2,0,0
